ID,CLASSIFIED,TYPE
JCR-106,IMPROVEMENT,IMPROVEMENT
JCR-1190,IMPROVEMENT,IMPROVEMENT
JCR-1304,OTHER,RFE
JCR-459,RFE,IMPROVEMENT
JCR-2021,RFE,IMPROVEMENT
JCR-804,IMPROVEMENT,IMPROVEMENT
JCR-414,BUG,BUG
JCR-2332,BUG,BUG
JCR-1417,CLEANUP,IMPROVEMENT
JCR-1789,RFE,IMPROVEMENT
JCR-3037,RFE,RFE
JCR-1313,RFE,IMPROVEMENT
JCR-3051,TEST,IMPROVEMENT
JCR-2714,RFE,IMPROVEMENT
JCR-1250,IMPROVEMENT,BUG
JCR-1388,RFE,IMPROVEMENT
JCR-1079,RFE,RFE
JCR-2411,IMPROVEMENT,IMPROVEMENT
JCR-461,BUG,BUG
JCR-2191,TEST,TEST
JCR-295,IMPROVEMENT,BUG
JCR-1935,BUG,BUG
JCR-1519,BUG,BUG
JCR-2500,IMPROVEMENT,IMPROVEMENT
JCR-3214,BUG,BUG
JCR-2693,TEST,IMPROVEMENT
JCR-1492,RFE,IMPROVEMENT
JCR-328,BUG,BUG
JCR-3231,TEST,IMPROVEMENT
JCR-2324,CLEANUP,TASK
JCR-2242,BUG,BUG
JCR-443,BUG,BUG
JCR-1636,RFE,IMPROVEMENT
JCR-1030,RFE,IMPROVEMENT
JCR-307,IMPROVEMENT,IMPROVEMENT
JCR-2780,IMPROVEMENT,IMPROVEMENT
JCR-2513,CLEANUP,IMPROVEMENT
JCR-1185,BUILD_SYSTEM,BUG
JCR-985,REFACTORING,IMPROVEMENT
JCR-3062,REFACTORING,IMPROVEMENT
JCR-2636,TEST,BUG
JCR-1031,IMPROVEMENT,IMPROVEMENT
JCR-1372,BUG,BUG
JCR-2711,RFE,IMPROVEMENT
JCR-1377,IMPROVEMENT,IMPROVEMENT
JCR-2275,IMPROVEMENT,IMPROVEMENT
JCR-121,TEST,BUG
JCR-1003,IMPROVEMENT,IMPROVEMENT
JCR-316,TASK,IMPROVEMENT
JCR-1833,TEST,IMPROVEMENT
JCR-2582,IMPROVEMENT,BUG
JCR-2299,BUG,BUG
JCR-1709,CLEANUP,IMPROVEMENT
JCR-617,BUG,BUG
JCR-3227,BUG,BUG
JCR-1225,IMPROVEMENT,IMPROVEMENT
JCR-305,RFE,IMPROVEMENT
JCR-2547,BUG,BUG
JCR-2680,BUG,BUG
JCR-377,TASK,IMPROVEMENT
JCR-3152,IMPROVEMENT,BUG
JCR-28,BUG,BUG
JCR-3054,DOCUMENTATION,IMPROVEMENT
JCR-1299,OTHER,IMPROVEMENT
JCR-2953,BUG,BUG
JCR-1812,IMPROVEMENT,IMPROVEMENT
JCR-2214,IMPROVEMENT,IMPROVEMENT
JCR-3084,OTHER,IMPROVEMENT
JCR-46,BUG,BUG
JCR-1783,BUG,BUG
JCR-1008,TEST,BUG
JCR-3128,BACKPORT,BUG
JCR-112,BUILD_SYSTEM,IMPROVEMENT
JCR-2650,IMPROVEMENT,IMPROVEMENT
JCR-903,OTHER,IMPROVEMENT
JCR-1088,TEST,BUG
JCR-2845,IMPROVEMENT,IMPROVEMENT
JCR-2142,IMPROVEMENT,BUG
JCR-1184,RFE,RFE
JCR-426,BUG,BUG
JCR-1481,BUG,BUG
JCR-1199,IMPROVEMENT,IMPROVEMENT
JCR-1342,BUILD_SYSTEM,IMPROVEMENT
JCR-1570,IMPROVEMENT,IMPROVEMENT
JCR-258,IMPROVEMENT,IMPROVEMENT
JCR-2463,IMPROVEMENT,IMPROVEMENT
JCR-2515,BUG,BUG
JCR-1776,TEST,BUG
JCR-1603,CLEANUP,IMPROVEMENT
JCR-508,TEST,BUG
JCR-1716,IMPROVEMENT,IMPROVEMENT
JCR-796,TEST,BUG
JCR-1318,BUG,BUG
JCR-1275,BUG,BUG
JCR-2828,BUG,BUG
JCR-1651,BUG,BUG
JCR-3120,DOCUMENTATION,IMPROVEMENT
JCR-2377,IMPROVEMENT,IMPROVEMENT
JCR-1284,IMPROVEMENT,IMPROVEMENT
JCR-1910,BUG,BUG
JCR-1870,IMPROVEMENT,IMPROVEMENT
JCR-2431,IMPROVEMENT,IMPROVEMENT
JCR-167,BUILD_SYSTEM,IMPROVEMENT
JCR-1912,BUG,BUG
JCR-1771,IMPROVEMENT,IMPROVEMENT
JCR-2198,TEST,
JCR-1741,IMPROVEMENT,IMPROVEMENT
JCR-1134,BUG,BUG
JCR-403,RFE,IMPROVEMENT
JCR-370,BUG,BUG
JCR-2495,BUILD_SYSTEM,IMPROVEMENT
JCR-67,BUG,BUG
JCR-1647,BUG,BUG
JCR-2598,BUG,BUG
JCR-1799,BUG,BUG
JCR-768,BUG,BUG
JCR-2809,BUG,BUG
JCR-1652,IMPROVEMENT,IMPROVEMENT
JCR-1563,BUG,BUG
JCR-1597,BUG,BUG
JCR-837,BUG,RFE
JCR-3016,BUG,BUG
JCR-2723,IMPROVEMENT,IMPROVEMENT
JCR-2630,BUG,BUG
JCR-1560,BUG,BUG
JCR-1918,BUG,BUG
JCR-130,RFE,IMPROVEMENT
JCR-1000,CLEANUP,IMPROVEMENT
JCR-540,TEST,BUG
JCR-1305,BUG,BUG
JCR-1283,DOCUMENTATION,IMPROVEMENT
JCR-2527,BUG,BUG
JCR-2401,BUILD_SYSTEM,BUG
JCR-1956,BUG,BUG
JCR-3210,BUG,BUG
JCR-2336,BUG,BUG
JCR-462,IMPROVEMENT,IMPROVEMENT
JCR-1598,IMPROVEMENT,BUG
JCR-2946,IMPROVEMENT,IMPROVEMENT
JCR-1149,BUG,BUG
JCR-1943,TEST,IMPROVEMENT
JCR-1355,BUG,BUG
JCR-2882,BUG,BUG
JCR-946,RFE,RFE
JCR-126,CLEANUP,IMPROVEMENT
JCR-1166,IMPROVEMENT,IMPROVEMENT
JCR-195,BUG,BUG
JCR-1573,BUG,BUG
JCR-3268,IMPROVEMENT,BUG
JCR-1402,IMPROVEMENT,IMPROVEMENT
JCR-976,IMPROVEMENT,IMPROVEMENT
JCR-3286,BUG,IMPROVEMENT
JCR-1791,RFE,RFE
JCR-2323,BUG,BUG
JCR-931,BUG,BUG
JCR-232,BUG,BUG
JCR-3185,REFACTORING,IMPROVEMENT
JCR-1987,BUG,BUG
JCR-1005,IMPROVEMENT,IMPROVEMENT
JCR-3003,BUG,BUG
JCR-357,TASK,TASK
JCR-359,TEST,BUG
JCR-779,RFE,RFE
JCR-2901,BUG,BUG
JCR-84,BUG,BUG
JCR-277,DOCUMENTATION,IMPROVEMENT
JCR-737,TEST,BUG
JCR-50,BUG,BUG
JCR-1181,REFACTORING,IMPROVEMENT
JCR-1823,BUG,BUG
JCR-501,TEST,BUG
JCR-2060,RFE,
JCR-3191,BUILD_SYSTEM,
JCR-2454,RFE,
JCR-1309,REFACTORING,IMPROVEMENT
JCR-979,BUILD_SYSTEM,IMPROVEMENT
JCR-1624,IMPROVEMENT,IMPROVEMENT
JCR-1230,IMPROVEMENT,IMPROVEMENT
JCR-718,BUG,BUG
JCR-2642,IMPROVEMENT,IMPROVEMENT
JCR-2289,RFE,BUG
JCR-1044,BUG,BUG
JCR-1469,IMPROVEMENT,IMPROVEMENT
JCR-127,IMPROVEMENT,RFE
JCR-1252,CLEANUP,IMPROVEMENT
JCR-1041,IMPROVEMENT,IMPROVEMENT
JCR-2427,BUG,BUG
JCR-2397,RFE,IMPROVEMENT
JCR-2620,RFE,IMPROVEMENT
JCR-341,BUG,BUG
JCR-857,RFE,RFE
JCR-2600,IMPROVEMENT,BUG
JCR-863,IMPROVEMENT,IMPROVEMENT
JCR-3058,RFE,RFE
JCR-1983,RFE,IMPROVEMENT
JCR-1137,TEST,BUG
JCR-791,IMPROVEMENT,IMPROVEMENT
JCR-2153,RFE,IMPROVEMENT
JCR-2936,RFE,RFE
JCR-1480,BUG,BUG
JCR-1633,BUG,BUG
JCR-2462,BUG,BUG
JCR-1869,IMPROVEMENT,IMPROVEMENT
JCR-2257,BUG,BUG
JCR-1541,BUG,BUG
JCR-2087,IMPROVEMENT,IMPROVEMENT
JCR-2120,RFE,RFE
JCR-1605,RFE,RFE
JCR-1499,BUG,BUG
JCR-2148,RFE,IMPROVEMENT
JCR-388,RFE,RFE
JCR-2083,BUG,BUG
JCR-372,DOCUMENTATION,TASK
JCR-2579,BUG,BUG
JCR-1733,RFE,RFE
JCR-1106,RFE,RFE
JCR-1108,IMPROVEMENT,IMPROVEMENT
JCR-2796,BUG,BUG
JCR-53,REFACTORING,IMPROVEMENT
JCR-2360,RFE,RFE
JCR-2655,BUG,BUG
JCR-1022,IMPROVEMENT,IMPROVEMENT
JCR-2035,BUG,BUG
JCR-2991,BUG,BUG
JCR-2785,IMPROVEMENT,BUG
JCR-1007,REFACTORING,IMPROVEMENT
JCR-3203,IMPROVEMENT,IMPROVEMENT
JCR-767,BUILD_SYSTEM,IMPROVEMENT
JCR-2375,IMPROVEMENT,IMPROVEMENT
JCR-1171,RFE,RFE
JCR-2449,IMPROVEMENT,BUG
JCR-2954,BUG,BUG
JCR-1224,IMPROVEMENT,IMPROVEMENT
JCR-3005,RFE,RFE
JCR-267,TEST,BUG
JCR-21,BUG,BUG
JCR-1828,DOCUMENTATION,IMPROVEMENT
JCR-1301,BUG,BUG
JCR-2093,RFE,
JCR-1036,BUG,BUG
JCR-289,RFE,RFE
JCR-1974,RFE,
JCR-954,RFE,RFE
JCR-1532,BUG,BUG
JCR-3063,BUG,BUG
JCR-1264,TEST,BUG
JCR-128,BUG,BUG
JCR-1064,IMPROVEMENT,IMPROVEMENT
JCR-129,CLEANUP,BUG
JCR-2804,RFE,IMPROVEMENT
JCR-2330,BACKPORT,IMPROVEMENT
JCR-868,RFE,RFE
JCR-355,REFACTORING,IMPROVEMENT
JCR-1484,RFE,BUG
JCR-1013,BUG,BUG
JCR-2183,RFE,IMPROVEMENT
JCR-2933,BUG,BUG
JCR-150,BUG,BUG
JCR-1800,BUG,BUG
JCR-2617,BUG,BUG
JCR-2091,RFE,
JCR-2546,IMPROVEMENT,IMPROVEMENT
JCR-1418,REFACTORING,IMPROVEMENT
JCR-722,BUG,BUG
JCR-3243,RFE,IMPROVEMENT
JCR-2135,IMPROVEMENT,IMPROVEMENT
JCR-606,BUG,BUG
JCR-3170,BUILD_SYSTEM,IMPROVEMENT
JCR-1556,OTHER,BUG
JCR-287,BUG,BUG
JCR-547,TEST,BUG
JCR-2743,BUG,BUG
JCR-422,BUG,BUG
JCR-3195,TEST,BUG
JCR-2314,DESIGN_DEFECT,IMPROVEMENT
JCR-1488,BUG,IMPROVEMENT
JCR-2812,RFE,IMPROVEMENT
JCR-1011,RFE,IMPROVEMENT
JCR-2056,RFE,
JCR-1014,REFACTORING,IMPROVEMENT
JCR-814,BUG,BUG
JCR-2525,BUG,BUG
JCR-2763,CLEANUP,IMPROVEMENT
JCR-2309,CLEANUP,IMPROVEMENT
JCR-1661,BUG,IMPROVEMENT
JCR-989,RFE,RFE
JCR-1245,RFE,BUG
JCR-637,BUG,BUG
JCR-1640,BUG,BUG
JCR-2402,IMPROVEMENT,IMPROVEMENT
JCR-3162,IMPROVEMENT,IMPROVEMENT
JCR-2720,BUG,BUG
JCR-820,RFE,RFE
JCR-2972,RFE,IMPROVEMENT
JCR-369,BUG,BUG
JCR-747,TEST,BUG
JCR-3048,BUILD_SYSTEM,IMPROVEMENT
JCR-2760,IMPROVEMENT,IMPROVEMENT
JCR-2280,IMPROVEMENT,IMPROVEMENT
JCR-2410,BUG,BUG
JCR-185,RFE,IMPROVEMENT
JCR-58,IMPROVEMENT,IMPROVEMENT
JCR-2027,IMPROVEMENT,IMPROVEMENT
JCR-3194,BUG,BUG
JCR-1577,CLEANUP,IMPROVEMENT
JCR-251,BUG,BUG
JCR-927,RFE,IMPROVEMENT
JCR-552,REFACTORING,IMPROVEMENT
JCR-1263,REFACTORING,IMPROVEMENT
JCR-1555,RFE,IMPROVEMENT
JCR-2540,BUG,BUG
JCR-802,TASK,TASK
JCR-555,IMPROVEMENT,IMPROVEMENT
JCR-2085,TEST,
JCR-3077,BUG,BUG
JCR-1117,BUG,BUG
JCR-969,IMPROVEMENT,IMPROVEMENT
JCR-756,BUG,BUG
JCR-314,IMPROVEMENT,IMPROVEMENT
JCR-48,BUG,BUG
JCR-3006,BUG,BUG
JCR-1528,BUG,BUG
JCR-2196,IMPROVEMENT,IMPROVEMENT
JCR-2807,BUG,BUG
JCR-1958,RFE,RFE
JCR-1989,IMPROVEMENT,IMPROVEMENT
JCR-660,BUG,IMPROVEMENT
JCR-2307,BUG,BUG
JCR-2318,IMPROVEMENT,IMPROVEMENT
JCR-1319,BUG,BUG
JCR-2213,BUG,BUG
JCR-317,REFACTORING,IMPROVEMENT
JCR-2443,BUG,BUG
JCR-812,TEST,BUG
JCR-685,IMPROVEMENT,IMPROVEMENT
JCR-2052,BUG,BUG
JCR-2629,RFE,IMPROVEMENT
JCR-2129,BUG,BUG
JCR-1099,BUG,BUG
JCR-995,RFE,RFE
JCR-640,TASK,TASK
JCR-1599,BUG,BUG
JCR-2434,TEST,TEST
JCR-1268,REFACTORING,IMPROVEMENT
JCR-2647,IMPROVEMENT,IMPROVEMENT
JCR-1654,OTHER,IMPROVEMENT
JCR-3159,BUG,BUG
JCR-2389,BUILD_SYSTEM,TASK
JCR-575,BUILD_SYSTEM,BUG
JCR-495,TEST,BUG
JCR-2820,BUG,BUG
JCR-2260,BUG,BUG
JCR-494,IMPROVEMENT,BUG
JCR-2744,IMPROVEMENT,IMPROVEMENT
JCR-3089,BUG,BUG
JCR-2881,BUG,BUG
JCR-1293,TEST,BUG
JCR-1755,BUG,BUG
JCR-2464,IMPROVEMENT,IMPROVEMENT
JCR-997,DESIGN_DEFECT,IMPROVEMENT
JCR-3014,BUG,BUG
JCR-2110,BUG,BUG
JCR-482,BUG,BUG
JCR-1270,BUG,BUG
JCR-1697,RFE,RFE
JCR-993,BUG,BUG
JCR-235,IMPROVEMENT,IMPROVEMENT
JCR-2166,RFE,IMPROVEMENT
JCR-1491,BUG,BUG
JCR-2229,IMPROVEMENT,IMPROVEMENT
JCR-1557,BUG,BUG
JCR-266,BUG,BUG
JCR-3122,IMPROVEMENT,IMPROVEMENT
JCR-1619,DOCUMENTATION,IMPROVEMENT
JCR-1029,RFE,BUG
JCR-1728,IMPROVEMENT,BUG
JCR-910,RFE,BUG
JCR-1053,BUG,BUG
JCR-1477,DOCUMENTATION,BUG
JCR-3017,BUG,BUG
JCR-1376,BUG,BUG
JCR-2157,RFE,BUG
JCR-391,BUG,BUG
JCR-3202,IMPROVEMENT,IMPROVEMENT
JCR-2885,REFACTORING,IMPROVEMENT
JCR-1839,RFE,
JCR-1578,TEST,BUG
JCR-1474,BUG,BUG
JCR-2825,BUG,BUG
JCR-1612,BACKPORT,BUG
JCR-1662,RFE,RFE
JCR-1055,BUG,BUG
JCR-2934,DOCUMENTATION,IMPROVEMENT
JCR-135,RFE,IMPROVEMENT
JCR-1216,BUG,BUG
JCR-2105,RFE,
JCR-1266,IMPROVEMENT,IMPROVEMENT
JCR-2451,RFE,IMPROVEMENT
JCR-3002,RFE,IMPROVEMENT
JCR-1602,BUG,BUG
JCR-2128,IMPROVEMENT,IMPROVEMENT
JCR-2461,IMPROVEMENT,IMPROVEMENT
JCR-2081,BUG,BUG
JCR-649,BUG,BUG
JCR-2665,SPEC,BUG
JCR-720,TEST,BUG
JCR-2532,BUG,BUG
JCR-1830,BUG,BUG
JCR-192,BUG,BUG
JCR-2707,IMPROVEMENT,IMPROVEMENT
JCR-2466,BUG,BUG
JCR-1721,RFE,RFE
JCR-222,IMPROVEMENT,IMPROVEMENT
JCR-2373,IMPROVEMENT,IMPROVEMENT
JCR-1715,IMPROVEMENT,IMPROVEMENT
JCR-2764,BUG,BUG
JCR-1302,BUG,BUG
JCR-445,IMPROVEMENT,BUG
JCR-2888,BUG,BUG
JCR-3224,OTHER,BUG
JCR-138,IMPROVEMENT,BUG
JCR-539,BUG,BUG
JCR-2039,IMPROVEMENT,IMPROVEMENT
JCR-592,BUILD_SYSTEM,IMPROVEMENT
JCR-345,IMPROVEMENT,IMPROVEMENT
JCR-1461,BUG,BUG
JCR-2436,BUG,BUG
JCR-16,BUG,BUG
JCR-311,REFACTORING,TASK
JCR-1885,RFE,RFE
JCR-99,RFE,IMPROVEMENT
JCR-2870,BUG,BUG
JCR-511,TEST,BUG
JCR-1306,IMPROVEMENT,IMPROVEMENT
JCR-35,BUG,BUG
JCR-950,BUG,BUG
JCR-1457,BUG,BUG
JCR-2071,BUG,BUG
JCR-1516,RFE,IMPROVEMENT
JCR-2856,IMPROVEMENT,IMPROVEMENT
JCR-1350,RFE,RFE
JCR-859,BUG,BUG
JCR-2193,BUG,BUG
JCR-365,BUG,BUG
JCR-337,IMPROVEMENT,IMPROVEMENT
JCR-3237,REFACTORING,IMPROVEMENT
JCR-2195,RFE,RFE
JCR-2554,BUG,BUG
JCR-2891,BUG,BUG
JCR-746,BUG,BUG
JCR-893,BUG,BUG
JCR-778,BUG,BUG
JCR-741,BUG,BUG
JCR-2524,IMPROVEMENT,IMPROVEMENT
JCR-1826,IMPROVEMENT,IMPROVEMENT
JCR-3040,RFE,
JCR-1856,IMPROVEMENT,IMPROVEMENT
JCR-1729,BUG,BUG
JCR-2013,BUG,BUG
JCR-3200,IMPROVEMENT,IMPROVEMENT
JCR-600,BUG,BUG
JCR-2471,OTHER,IMPROVEMENT
JCR-714,BUG,BUG
JCR-1043,OTHER,BUG
JCR-110,REFACTORING,TASK
JCR-3056,RFE,RFE
JCR-1087,IMPROVEMENT,IMPROVEMENT
JCR-2094,REFACTORING,IMPROVEMENT
JCR-900,BUG,BUG
JCR-2973,SPEC,BUG
JCR-783,TEST,BUG
JCR-3272,BUG,BUG
JCR-3225,BUG,BUG
JCR-2143,BUG,BUG
JCR-87,IMPROVEMENT,
JCR-2184,RFE,IMPROVEMENT
JCR-2542,BUG,BUG
JCR-136,BUG,BUG
JCR-2328,BUG,BUG
JCR-1872,IMPROVEMENT,IMPROVEMENT
JCR-1078,BUG,BUG
JCR-2725,BUG,BUG
JCR-1981,TEST,IMPROVEMENT
JCR-3029,BUILD_SYSTEM,IMPROVEMENT
JCR-911,IMPROVEMENT,BUG
JCR-470,IMPROVEMENT,IMPROVEMENT
JCR-2866,BUG,BUG
JCR-1128,BUG,BUG
JCR-1343,IMPROVEMENT,IMPROVEMENT
JCR-1554,BUG,BUG
JCR-828,TEST,BUG
JCR-2843,BUG,BUG
JCR-3102,DOCUMENTATION,IMPROVEMENT
JCR-813,TEST,BUG
JCR-381,IMPROVEMENT,IMPROVEMENT
JCR-842,BUG,BUG
JCR-2583,TEST,BUG
JCR-2403,BUG,BUG
JCR-2541,RFE,BUG
JCR-982,IMPROVEMENT,IMPROVEMENT
JCR-332,BUILD_SYSTEM,RFE
JCR-2064,RFE,BUG
JCR-2369,BUG,BUG
JCR-789,BUG,BUG
JCR-458,BUG,BUG
JCR-2054,RFE,RFE
JCR-1131,BUG,BUG
JCR-1443,DESIGN_DEFECT,IMPROVEMENT
JCR-1889,IMPROVEMENT,BUG
JCR-2961,DOCUMENTATION,RFE
JCR-1868,BUG,BUG
JCR-20,IMPROVEMENT,BUG
JCR-1267,CLEANUP,IMPROVEMENT
JCR-100,RFE,BUG
JCR-1271,BUG,BUG
JCR-2488,RFE,IMPROVEMENT
JCR-293,BUG,BUG
JCR-949,RFE,IMPROVEMENT
JCR-2065,IMPROVEMENT,IMPROVEMENT
JCR-1238,IMPROVEMENT,IMPROVEMENT
JCR-371,BUG,BUG
JCR-140,BUG,BUG
JCR-2456,BUG,BUG
JCR-1944,IMPROVEMENT,IMPROVEMENT
JCR-2648,SPEC,BUG
JCR-2838,BUG,BUG
JCR-416,RFE,RFE
JCR-213,IMPROVEMENT,IMPROVEMENT
JCR-171,BUG,BUG
JCR-442,RFE,RFE
JCR-787,BUG,BUG
JCR-2353,IMPROVEMENT,IMPROVEMENT
JCR-118,IMPROVEMENT,BUG
JCR-561,RFE,IMPROVEMENT
JCR-953,RFE,IMPROVEMENT
JCR-2433,BUG,BUG
JCR-1875,BUG,BUG
JCR-1518,BUG,BUG
JCR-2676,IMPROVEMENT,IMPROVEMENT
JCR-2294,IMPROVEMENT,BUG
JCR-2161,CLEANUP,
JCR-483,BUG,IMPROVEMENT
JCR-3167,DESIGN_DEFECT,IMPROVEMENT
JCR-570,BUILD_SYSTEM,IMPROVEMENT
JCR-2279,IMPROVEMENT,IMPROVEMENT
JCR-2394,IMPROVEMENT,IMPROVEMENT
JCR-519,RFE,BUG
JCR-1993,SPEC,BUG
JCR-850,RFE,RFE
JCR-1118,IMPROVEMENT,TASK
JCR-2338,TEST,BUG
JCR-2731,BUG,BUG
JCR-9,BUG,BUG
JCR-144,IMPROVEMENT,BUG
JCR-2521,BUG,BUG
JCR-1162,IMPROVEMENT,IMPROVEMENT
JCR-441,BUG,BUG
JCR-563,BUG,BUG
JCR-156,TASK,TASK
JCR-1116,IMPROVEMENT,IMPROVEMENT
JCR-1835,RFE,IMPROVEMENT
JCR-782,TEST,BUG
JCR-2952,TEST,TEST
JCR-760,IMPROVEMENT,IMPROVEMENT
JCR-1379,BUG,BUG
JCR-2031,IMPROVEMENT,IMPROVEMENT
JCR-2771,RFE,IMPROVEMENT
JCR-312,BUG,BUG
JCR-3025,BUG,BUG
JCR-988,BUILD_SYSTEM,IMPROVEMENT
JCR-2863,SPEC,BUG
JCR-1453,DESIGN_DEFECT,BUG
JCR-2444,BUG,BUG
JCR-2221,REFACTORING,IMPROVEMENT
JCR-2008,BUG,BUG
JCR-1070,RFE,RFE
JCR-2544,BUILD_SYSTEM,IMPROVEMENT
JCR-721,BUG,BUG
JCR-909,BUG,BUG
JCR-724,TEST,BUG
JCR-659,BUG,BUG
JCR-2955,IMPROVEMENT,IMPROVEMENT
JCR-1932,BUG,BUG
JCR-1317,RFE,IMPROVEMENT
JCR-1906,RFE,IMPROVEMENT
JCR-2207,BUG,BUG
JCR-490,TEST,BUG
JCR-2942,IMPROVEMENT,
JCR-1308,IMPROVEMENT,IMPROVEMENT
JCR-805,RFE,IMPROVEMENT
JCR-1183,BUG,BUG
JCR-2092,RFE,
JCR-2999,BUG,BUG
JCR-2909,TEST,BUG
JCR-1547,IMPROVEMENT,IMPROVEMENT
JCR-264,IMPROVEMENT,IMPROVEMENT
JCR-2435,IMPROVEMENT,IMPROVEMENT
JCR-1148,BUG,BUG
JCR-2441,IMPROVEMENT,IMPROVEMENT
JCR-2619,IMPROVEMENT,IMPROVEMENT
JCR-2329,BUILD_SYSTEM,IMPROVEMENT
JCR-3254,RFE,
JCR-2872,BUG,BUG
JCR-2683,RFE,RFE
JCR-2278,REFACTORING,IMPROVEMENT
JCR-1770,RFE,IMPROVEMENT
JCR-3,BUG,BUG
JCR-691,IMPROVEMENT,IMPROVEMENT
JCR-710,BUG,BUG
JCR-1396,BUG,BUG
JCR-3109,TEST,IMPROVEMENT
JCR-1076,TEST,BUG
JCR-101,DOCUMENTATION,BUG
JCR-1572,BUG,BUG
JCR-651,IMPROVEMENT,IMPROVEMENT
JCR-1471,IMPROVEMENT,IMPROVEMENT
JCR-615,BUG,BUG
JCR-2611,BUG,BUG
JCR-3205,BUG,BUG
JCR-56,RFE,RFE
JCR-1056,IMPROVEMENT,BUG
JCR-1046,BUG,BUG
JCR-1852,BUG,BUG
JCR-943,RFE,IMPROVEMENT
JCR-386,BUG,BUG
JCR-11,BUG,BUG
JCR-1169,REFACTORING,IMPROVEMENT
JCR-3192,DOCUMENTATION,BUG
JCR-248,RFE,IMPROVEMENT
JCR-2050,IMPROVEMENT,IMPROVEMENT
JCR-3083,IMPROVEMENT,BUG
JCR-2313,IMPROVEMENT,BUG
JCR-2147,CLEANUP,IMPROVEMENT
JCR-3098,RFE,IMPROVEMENT
JCR-176,TEST,BUG
JCR-174,IMPROVEMENT,IMPROVEMENT
JCR-1310,IMPROVEMENT,IMPROVEMENT
JCR-2799,BUG,BUG
JCR-2977,IMPROVEMENT,IMPROVEMENT
JCR-598,BUG,BUG
JCR-968,RFE,IMPROVEMENT
JCR-2367,BUG,BUG
JCR-1988,IMPROVEMENT,IMPROVEMENT
JCR-276,IMPROVEMENT,IMPROVEMENT
JCR-1759,IMPROVEMENT,IMPROVEMENT
JCR-669,REFACTORING,IMPROVEMENT
JCR-40,BUG,BUG
JCR-1010,BUG,BUG
JCR-2240,IMPROVEMENT,BUG
JCR-688,IMPROVEMENT,IMPROVEMENT
JCR-2926,BUG,IMPROVEMENT
JCR-3282,IMPROVEMENT,IMPROVEMENT
JCR-2802,CLEANUP,IMPROVEMENT
JCR-2851,RFE,RFE
JCR-2203,TEST,IMPROVEMENT
JCR-2371,BUG,BUG
JCR-1265,BUG,BUG
JCR-1247,IMPROVEMENT,IMPROVEMENT
JCR-1704,BUG,BUG
JCR-1133,BUG,BUG
JCR-2005,SPEC,
JCR-687,BUG,BUG
JCR-1033,BUG,BUG
JCR-1994,BUG,BUG
JCR-2788,RFE,RFE
JCR-2957,IMPROVEMENT,IMPROVEMENT
JCR-723,IMPROVEMENT,IMPROVEMENT
JCR-620,BUG,BUG
JCR-999,RFE,RFE
JCR-349,RFE,IMPROVEMENT
JCR-2504,RFE,IMPROVEMENT
JCR-1049,BUG,BUG
JCR-2482,CLEANUP,IMPROVEMENT
JCR-2739,BUG,BUG
JCR-252,IMPROVEMENT,IMPROVEMENT
JCR-2137,RFE,
JCR-2585,IMPROVEMENT,BUG
JCR-3176,BUG,BUG
JCR-1144,BUILD_SYSTEM,IMPROVEMENT
JCR-2624,IMPROVEMENT,IMPROVEMENT
JCR-423,BUG,BUG
JCR-665,BUG,BUG
JCR-2210,TEST,TEST
JCR-3108,BUG,BUG
JCR-1600,CLEANUP,IMPROVEMENT
JCR-2574,BUG,BUG
JCR-1749,BUG,BUG
JCR-895,BUG,BUG
JCR-80,TEST,BUG
JCR-564,IMPROVEMENT,IMPROVEMENT
JCR-1229,BUILD_SYSTEM,IMPROVEMENT
JCR-2628,RFE,IMPROVEMENT
JCR-907,RFE,RFE
JCR-2561,BUG,BUG
JCR-978,DESIGN_DEFECT,IMPROVEMENT
JCR-2688,RFE,RFE
JCR-1675,RFE,IMPROVEMENT
JCR-742,RFE,IMPROVEMENT
JCR-562,BUG,BUG
JCR-486,BUG,BUG
JCR-2635,RFE,RFE
JCR-1358,BUG,BUG
JCR-1677,RFE,IMPROVEMENT
JCR-1153,CLEANUP,IMPROVEMENT
JCR-1380,BUG,BUG
JCR-354,IMPROVEMENT,IMPROVEMENT
JCR-2790,RFE,RFE
JCR-1227,BUG,BUG
JCR-2037,TEST,TASK
JCR-2250,BUG,BUG
JCR-1016,RFE,IMPROVEMENT
JCR-807,IMPROVEMENT,IMPROVEMENT
JCR-203,IMPROVEMENT,IMPROVEMENT
JCR-2562,BUG,BUG
JCR-2602,BUG,BUG
JCR-1209,IMPROVEMENT,IMPROVEMENT
JCR-2493,TEST,IMPROVEMENT
JCR-996,DESIGN_DEFECT,IMPROVEMENT
JCR-1493,IMPROVEMENT,IMPROVEMENT
JCR-527,TEST,BUG
JCR-362,BUG,BUG
JCR-2894,BUG,BUG
JCR-3011,TEST,IMPROVEMENT
JCR-745,TEST,BUG
JCR-1888,RFE,IMPROVEMENT
JCR-2006,CLEANUP,IMPROVEMENT
JCR-1246,BUG,BUG
JCR-531,BUG,BUG
JCR-2753,BUG,BUG
JCR-2067,IMPROVEMENT,IMPROVEMENT
JCR-2308,REFACTORING,IMPROVEMENT
JCR-2937,RFE,BUG
JCR-1214,IMPROVEMENT,IMPROVEMENT
JCR-1482,DOCUMENTATION,
JCR-1665,BUG,BUG
JCR-974,RFE,IMPROVEMENT
